week,executive,mean_score,n
2021-11-23,massara,0.1682948338178297,3
2021-11-23,moncada,-0.0398358479142189,3
2021-11-30,gazidis,-0.3731322423554957,2
2021-11-30,ibrahimovic,0.06182769704665545,210
2021-11-30,maldini,0.0793294132307129,87
2021-11-30,massara,0.04269064893014729,2
2021-12-07,gazidis,0.48341698199510574,1
2021-12-07,ibrahimovic,-0.2743151150134978,310
2021-12-07,maldini,0.08340933304953069,128
2021-12-07,massara,0.14096240140497684,2
2021-12-07,moncada,0.19444324324528375,3
2021-12-14,gazidis,-0.2101093155797571,4
2021-12-14,ibrahimovic,-0.24884573750928718,180
2021-12-14,maldini,-0.20976803685266102,106
2021-12-21,gazidis,-0.06361875962466002,1
2021-12-21,ibrahimovic,-0.24193283394038773,78
2021-12-21,maldini,-0.17529977494055723,41
2021-12-21,massara,-0.3826442214194685,2
2021-12-21,moncada,0.990843984298408,1
2021-12-28,furlani,-0.515640165656805,1
2021-12-28,gazidis,0.9207927065435797,2
2021-12-28,ibrahimovic,-0.009051028284770639,23
2021-12-28,maldini,0.20692339960286127,28
2021-12-28,massara,0.040449950844049454,1
2021-12-28,moncada,0.4419255234921972,3
2022-01-04,ibrahimovic,-0.13948696084081422,185
2022-01-04,maldini,0.03589823443714219,120
2022-01-04,massara,-0.10484296188224107,6
2022-01-04,moncada,0.24807261489331722,2
2022-01-11,ibrahimovic,-0.24147817554663462,129
2022-01-11,maldini,-0.20375922938523394,155
2022-01-11,massara,0.10509363710880279,5
2022-01-18,ibrahimovic,-0.23832133848294948,168
2022-01-18,maldini,-0.03341413314429749,95
2022-01-18,massara,-0.16846232116222382,4
2022-01-25,gazidis,-0.5716503914445639,8
2022-01-25,ibrahimovic,-0.0844920717240989,213
2022-01-25,maldini,-0.1114000867902113,183
2022-01-25,massara,-0.12036754251183833,17
2022-01-25,moncada,0.4273979427913825,3
2022-02-01,gazidis,0.0063355478923767805,1
2022-02-01,ibrahimovic,-0.15578033386443096,117
2022-02-01,maldini,-0.08084136034331975,62
2022-02-01,massara,0.023591826669871807,1
2022-02-01,moncada,0.3744239844381809,1
2022-02-08,gazidis,0.0684779698706486,11
2022-02-08,ibrahimovic,-0.17234291768082502,88
2022-02-08,maldini,0.07575132184534926,88
2022-02-08,massara,-0.03102951436303556,5
2022-02-08,moncada,-0.002192651852965355,1
2022-02-15,gazidis,0.23725185118382797,4
2022-02-15,ibrahimovic,-0.016331280344257168,102
2022-02-15,maldini,0.046555073476363826,57
2022-02-15,massara,-0.053565233713015914,2
2022-02-15,moncada,0.09254228789359331,2
2022-02-22,gazidis,-0.11207349319010973,3
2022-02-22,ibrahimovic,-0.059080428080051206,80
2022-02-22,maldini,-0.2980116890918952,61
2022-02-22,massara,-0.984082096721977,1
2022-03-01,gazidis,0.18751772493124008,1
2022-03-01,ibrahimovic,-0.09611085419755096,123
2022-03-01,maldini,0.04161670178291388,40
2022-03-01,massara,-0.2105546553308765,6
2022-03-01,moncada,0.08358913380652666,1
2022-03-08,furlani,0.012177903670817614,1
2022-03-08,gazidis,0.07457525469362736,1
2022-03-08,ibrahimovic,0.009614297411845702,95
2022-03-08,maldini,0.08981635333689422,68
2022-03-08,massara,-0.005419182280699412,3
2022-03-08,moncada,0.20133714313204917,9
2022-03-15,gazidis,0.4562880960293114,2
2022-03-15,ibrahimovic,-0.09166406908165119,171
2022-03-15,maldini,0.02414096135283466,113
2022-03-15,massara,0.16421666787937284,11
2022-03-15,moncada,0.7759024165570736,3
2022-03-22,gazidis,0.6738618090748787,1
2022-03-22,ibrahimovic,0.015133530270929138,75
2022-03-22,maldini,0.025495736429002137,60
2022-03-22,massara,0.12137945229187608,4
2022-03-22,moncada,0.04419396445155144,1
2022-03-29,furlani,0.05323096551001072,2
2022-03-29,gazidis,-0.006737308343872428,8
2022-03-29,ibrahimovic,-0.05221129118814133,100
2022-03-29,maldini,0.045909687575961776,48
2022-03-29,massara,-0.055005013942718506,2
2022-03-29,moncada,0.32315165735781193,2
2022-04-05,gazidis,-0.0880427443383572,6
2022-04-05,ibrahimovic,-0.2132789655817581,122
2022-04-05,maldini,-0.022412271257640132,124
2022-04-05,massara,-0.14793101375107653,8
2022-04-05,moncada,0.05964836763450876,8
2022-04-12,furlani,-0.3507944904267788,2
2022-04-12,gazidis,0.19939502417717292,23
2022-04-12,ibrahimovic,-0.06671582616737409,138
2022-04-12,maldini,0.0464173203117053,104
2022-04-12,massara,0.09262616362422704,25
2022-04-12,moncada,0.2644129251129925,15
2022-04-19,furlani,-0.08397360146045685,2
2022-04-19,gazidis,0.07809096757943432,15
2022-04-19,ibrahimovic,-0.13317284921547806,251
2022-04-19,maldini,0.035017305007442,98
2022-04-19,massara,-0.09453229444395554,19
2022-04-19,moncada,-0.06605280190706253,1
2022-04-26,gazidis,0.07041068969513564,17
2022-04-26,ibrahimovic,0.02979850394001378,139
2022-04-26,maldini,-0.018609119720305458,99
2022-04-26,massara,0.10030437095297708,9
2022-04-26,moncada,0.18370500453082578,7
2022-05-03,cardinale,-0.05798188411808085,42
2022-05-03,gazidis,0.11760434477279584,3
2022-05-03,ibrahimovic,-0.060277436413219615,227
2022-05-03,maldini,0.12949887683706557,112
2022-05-03,massara,-0.14792632246389986,10
2022-05-03,moncada,-0.10399892122950405,4
2022-05-10,cardinale,-0.16027073067213807,35
2022-05-10,furlani,0.4048587456345558,2
2022-05-10,gazidis,0.34987461044349605,9
2022-05-10,ibrahimovic,-0.0587227894643244,120
2022-05-10,maldini,0.16274444424869636,65
2022-05-10,massara,-0.13811075600928494,14
2022-05-10,moncada,0.01416949718259275,4
2022-05-17,cardinale,-0.07862917212552803,86
2022-05-17,furlani,0.009098323062062263,2
2022-05-17,gazidis,0.2262698031651477,12
2022-05-17,ibrahimovic,0.1594255017166917,278
2022-05-17,maldini,0.17256314217919463,97
2022-05-17,massara,0.15253303876508856,18
2022-05-17,moncada,0.28941903361636734,9
2022-05-24,cardinale,-0.043726919608012046,73
2022-05-24,furlani,-0.6899330835789442,5
2022-05-24,gazidis,-0.09403317359586556,24
2022-05-24,ibrahimovic,0.06999613591658606,296
2022-05-24,maldini,0.05324865161380468,337
2022-05-24,massara,0.059127853684393425,49
2022-05-24,moncada,-0.009343251130000377,12
2022-05-31,cardinale,0.04190057928599747,113
2022-05-31,furlani,-0.028325574394936364,3
2022-05-31,gazidis,-0.1789391852726112,16
2022-05-31,ibrahimovic,-0.13128980526876083,69
2022-05-31,maldini,0.14854736578616437,217
2022-05-31,massara,0.12226290700187825,23
2022-05-31,moncada,-0.026805619767401367,8
2022-06-07,cardinale,0.17010072172314933,52
2022-06-07,furlani,-0.43638232722878456,2
2022-06-07,gazidis,-0.13719314336776733,2
2022-06-07,ibrahimovic,-0.027981648808345198,50
2022-06-07,maldini,0.00042673018912825245,138
2022-06-07,massara,0.09662463233860977,17
2022-06-07,moncada,0.15992845531383698,11
2022-06-14,cardinale,-0.27909326651318017,101
2022-06-14,furlani,-0.42921134394903976,3
2022-06-14,gazidis,-0.2899264058175807,30
2022-06-14,ibrahimovic,-0.1207489262582088,49
2022-06-14,maldini,-0.1995641071436017,215
2022-06-14,massara,-0.12253744009433797,54
2022-06-14,moncada,0.25400787574471906,4
2022-06-21,cardinale,-0.32800459843680363,76
2022-06-21,gazidis,-0.3062716834515763,13
2022-06-21,ibrahimovic,-0.2505948466591929,57
2022-06-21,maldini,-0.05182956286448615,161
2022-06-21,massara,-0.07434917983218012,44
2022-06-21,moncada,-0.4750324773291747,3
2022-06-28,cardinale,-0.3892075423063943,32
2022-06-28,furlani,-0.012917888350784779,1
2022-06-28,gazidis,-0.03954150563194638,21
2022-06-28,ibrahimovic,0.07982549106236547,8
2022-06-28,maldini,-0.28182444289764935,85
2022-06-28,massara,-0.1841925762233917,22
2022-06-28,moncada,-0.38659713801462203,4
2022-07-26,ibrahimovic,-0.15204824681174667,17
2022-07-26,maldini,0.11914429161697626,6
2022-07-26,massara,0.2039440982043743,2
2022-07-26,moncada,0.7080513264518231,2
2022-08-02,cardinale,-0.28826870219781997,10
2022-08-02,gazidis,0.0307355037657544,8
2022-08-02,ibrahimovic,-0.05297410114202648,50
2022-08-02,maldini,-0.05488241098205288,155
2022-08-02,massara,-0.0034270893937597673,15
2022-08-02,moncada,0.9143521112855524,2
2022-08-09,cardinale,-0.1251903509100278,15
2022-08-09,gazidis,0.12491322099231184,4
2022-08-09,ibrahimovic,-0.05084035601837775,113
2022-08-09,maldini,0.012208443607050867,128
2022-08-09,massara,0.034651228692382574,8
2022-08-09,moncada,-0.3833372015506029,2
2022-08-16,cardinale,-0.1404878533134858,30
2022-08-16,ibrahimovic,0.03584948224237278,42
2022-08-16,maldini,-0.05146869040070126,77
2022-08-16,massara,-0.44517083435008925,6
2022-08-16,moncada,0.6529928175732493,2
2022-08-23,cardinale,0.05754023470944958,64
2022-08-23,furlani,0.25509133158872527,3
2022-08-23,gazidis,-0.03314261302790221,34
2022-08-23,ibrahimovic,-0.054869168019784545,54
2022-08-23,maldini,-0.0579664221234942,130
2022-08-23,massara,-0.05544187407940626,18
2022-08-23,moncada,0.2177461517858319,12
2022-08-30,cardinale,0.048666075673387495,86
2022-08-30,furlani,0.16519749601138756,16
2022-08-30,gazidis,-0.20083046729107285,18
2022-08-30,ibrahimovic,-0.05123172394345484,62
2022-08-30,maldini,-0.07906260635400753,126
2022-08-30,massara,0.10123084775673655,13
2022-08-30,moncada,-0.07987003645393997,4
2022-09-06,cardinale,-0.10691582822861771,12
2022-09-06,ibrahimovic,-0.12505313560541254,80
2022-09-06,maldini,-0.021946757908777467,70
2022-09-06,massara,-0.35076814765731495,3
2022-09-06,moncada,-0.3070190140667061,3
2022-09-13,cardinale,-0.16905886437355852,24
2022-09-13,furlani,-0.27158126374706626,4
2022-09-13,gazidis,-0.17620549102624258,3
2022-09-13,ibrahimovic,-0.16545142701111867,56
2022-09-13,maldini,-0.03307986398757403,58
2022-09-13,massara,-0.23540850398130714,5
2022-09-13,moncada,-0.7522890972904861,2
2022-09-20,cardinale,0.012441419437527657,5
2022-09-20,furlani,-0.9300397373735905,1
2022-09-20,gazidis,-0.06973099010065198,2
2022-09-20,ibrahimovic,-0.06338498627659507,39
2022-09-20,maldini,0.007503142415155326,31
2022-09-20,massara,0.06334197577089071,5
2022-09-27,cardinale,-0.23571368856355548,5
2022-09-27,gazidis,-0.31675481170532294,4
2022-09-27,ibrahimovic,-0.02536604131414542,71
2022-09-27,maldini,-0.042273767615066994,48
2022-09-27,massara,-0.055335917975753546,2
2022-09-27,moncada,-0.04845503531396389,1
2022-10-04,cardinale,0.19594638204822937,12
2022-10-04,gazidis,0.00563304778188467,1
2022-10-04,ibrahimovic,-0.03245320520968503,77
2022-10-04,maldini,-0.1349678089872243,62
2022-10-04,massara,0.3372800052165985,1
2022-10-04,moncada,0.15361934900283813,1
2022-10-11,cardinale,-0.021077795885503292,11
2022-10-11,gazidis,-0.7789778159931302,1
2022-10-11,ibrahimovic,0.018447462835216095,56
2022-10-11,maldini,-0.059523548756260425,40
2022-10-11,massara,0.03024617563933134,5
2022-10-18,cardinale,-0.08897654810506436,18
2022-10-18,gazidis,0.21092120418325067,2
2022-10-18,ibrahimovic,0.0943988891107575,53
2022-10-18,maldini,-0.06206462539862408,43
2022-10-18,massara,-0.2726470173026125,6
2022-10-18,moncada,0.1644246301924189,3
2022-10-25,cardinale,0.20375917421188205,12
2022-10-25,gazidis,-0.32964886802559096,6
2022-10-25,ibrahimovic,-0.07756103099892278,77
2022-10-25,maldini,0.08028462913094295,45
2022-10-25,massara,-0.42363446950912476,1
2022-11-01,cardinale,-0.15873711223581008,7
2022-11-01,ibrahimovic,-0.10761175624907528,102
2022-11-01,maldini,0.08528352053977098,99
2022-11-01,massara,0.24646948867787918,6
2022-11-01,moncada,0.2422878323122859,3
2022-11-08,cardinale,-0.05677449558861554,10
2022-11-08,furlani,0.18279637730059525,6
2022-11-08,gazidis,0.12144409504253417,18
2022-11-08,ibrahimovic,0.0883369949688627,55
2022-11-08,maldini,-0.07932259011130523,58
2022-11-08,massara,0.10579210395614307,3
2022-11-08,moncada,0.9388221437111497,1
2022-11-15,cardinale,-0.7481362577527761,1
2022-11-15,ibrahimovic,-0.14579551791582532,54
2022-11-15,maldini,-0.155684458025332,28
2022-11-15,massara,0.3479935077484697,3
2022-11-15,moncada,-0.046570932026952505,1
2022-11-22,cardinale,-0.9150258032605052,1
2022-11-22,gazidis,0.08131370693445206,1
2022-11-22,ibrahimovic,0.16583546815090813,20
2022-11-22,maldini,0.11239986425165885,14
2022-11-22,massara,-0.002503341529518366,1
2022-11-29,cardinale,-0.10137402033433318,8
2022-11-29,ibrahimovic,-0.07092288635229986,19
2022-11-29,maldini,-0.22530958196148276,36
2022-11-29,massara,-0.9128795690485276,4
2022-12-06,cardinale,0.13686754740774632,2
2022-12-06,ibrahimovic,-0.0316908951383084,40
2022-12-06,maldini,-0.2142704932900545,28
2022-12-06,massara,-0.03519129287451506,4
2022-12-06,moncada,-0.05242638289928436,1
2022-12-13,ibrahimovic,-0.04794847632191428,23
2022-12-13,maldini,-0.053772456997718945,13
2022-12-13,massara,-0.7838875725865364,1
2022-12-20,ibrahimovic,-0.07251268695108593,16
2022-12-20,maldini,-0.3703430860495085,17
2022-12-20,massara,-0.6664468081823239,3
2022-12-20,moncada,-0.6034996236364046,3
2022-12-27,cardinale,-0.5818033991381526,6
2022-12-27,ibrahimovic,-0.034051998924368464,39
2022-12-27,maldini,-0.2778226179605136,61
2022-12-27,massara,-0.055974524933844805,4
2022-12-27,moncada,-0.15741711208829656,4
2023-01-03,cardinale,-0.6685028717038222,8
2023-01-03,gazidis,0.15537405014038086,1
2023-01-03,ibrahimovic,-0.0962975657855471,45
2023-01-03,maldini,-0.020967709865154966,28
2023-01-03,massara,0.030058886545399826,9
2023-01-03,moncada,0.23822156991809607,4
2023-01-10,cardinale,-0.4747309832471526,36
2023-01-10,furlani,0.06100006261840463,2
2023-01-10,gazidis,0.043668491300195456,2
2023-01-10,ibrahimovic,-0.02880430584636462,85
2023-01-10,maldini,-0.32567479104306923,99
2023-01-10,massara,-0.2969866977888159,20
2023-01-10,moncada,-0.9942750764312223,1
2023-01-17,cardinale,-0.16271664468408323,97
2023-01-17,furlani,0.8007627590559423,1
2023-01-17,gazidis,0.42550293053500354,6
2023-01-17,ibrahimovic,-0.10627506557495597,81
2023-01-17,maldini,-0.1695319899921949,123
2023-01-17,massara,-0.26275403898907823,20
2023-01-17,moncada,-0.20468081685248762,12
2023-01-24,cardinale,-0.3422078465273922,152
2023-01-24,furlani,-0.02608181070536375,7
2023-01-24,gazidis,0.12566980090923607,4
2023-01-24,ibrahimovic,-0.12500417986466142,89
2023-01-24,maldini,-0.3379786875012067,335
2023-01-24,massara,-0.2634916058146498,45
2023-01-24,moncada,-0.14540378330275416,16
2023-01-31,cardinale,-0.29206177214051576,47
2023-01-31,furlani,-0.4010941367596388,1
2023-01-31,ibrahimovic,-0.064589458772916,138
2023-01-31,maldini,-0.316583975845635,131
2023-01-31,massara,-0.2563323589380492,22
2023-01-31,moncada,0.04176145140081644,4
2023-02-07,cardinale,-0.39984538092643823,28
2023-02-07,furlani,-0.5101901681628078,4
2023-02-07,gazidis,-0.17112719748790065,6
2023-02-07,ibrahimovic,-0.004575787876315552,163
2023-02-07,maldini,-0.23160899552555445,60
2023-02-07,massara,-0.31733862090914045,16
2023-02-07,moncada,-0.43930739749755177,7
2023-02-14,cardinale,-0.33148309419630095,12
2023-02-14,furlani,0.1641551163047552,1
2023-02-14,ibrahimovic,-0.08504320999824451,103
2023-02-14,maldini,-0.022671504400057507,79
2023-02-14,massara,-0.3569182816759816,7
2023-02-14,moncada,0.14833039790391922,6
2023-02-21,cardinale,0.07799286923060815,6
2023-02-21,ibrahimovic,0.11234329206564901,147
2023-02-21,maldini,-0.11307985418077027,35
2023-02-21,massara,-0.18865323862216124,6
2023-02-21,moncada,-0.13883776543661952,4
2023-02-28,cardinale,-0.05759511636279058,32
2023-02-28,furlani,0.004389609792269766,4
2023-02-28,gazidis,-0.10906602605246007,2
2023-02-28,ibrahimovic,-0.13656459473514634,95
2023-02-28,maldini,-0.08523805212238446,52
2023-02-28,massara,0.07046700750167172,9
2023-02-28,moncada,0.05915477820154694,9
2023-03-07,cardinale,-0.0009124448260990903,16
2023-03-07,ibrahimovic,-0.12180030291829984,113
2023-03-07,maldini,-0.10877693326337569,67
2023-03-07,massara,-0.4629009831696749,2
2023-03-14,cardinale,-0.20180898558880603,21
2023-03-14,furlani,-0.8946963688358665,1
2023-03-14,gazidis,-0.3839038908481598,1
2023-03-14,ibrahimovic,-0.2034668381347015,204
2023-03-14,maldini,-0.2671332484359205,92
2023-03-14,massara,-0.06838662922382355,2
2023-03-14,moncada,-0.0017357254400849342,2
2023-03-21,cardinale,-0.03561473475613942,15
2023-03-21,furlani,-0.1052027503028512,1
2023-03-21,ibrahimovic,-0.12273182664742513,62
2023-03-21,maldini,-0.10653858687030152,50
2023-03-21,massara,-0.12306311867931592,14
2023-03-21,moncada,-0.017136682756245136,2
2023-03-28,cardinale,-0.16234302520751953,1
2023-03-28,ibrahimovic,-0.08426783246298632,45
2023-03-28,maldini,-0.07068403493373326,68
2023-03-28,massara,0.2614170505354802,3
2023-03-28,moncada,-0.4729979205876589,2
2023-04-04,cardinale,-0.3602812617706756,6
2023-04-04,ibrahimovic,-0.12110948453511239,51
2023-04-04,maldini,-0.06825396414282486,38
2023-04-04,massara,-0.24474943297999827,11
2023-04-04,moncada,-0.4425649155552189,3
2023-04-11,cardinale,-0.3939085068802039,3
2023-04-11,furlani,-0.0077116042375564575,1
2023-04-11,ibrahimovic,-0.2796385366236791,25
2023-04-11,maldini,-0.15801134911899065,62
2023-04-11,massara,-0.22798363715410233,5
2023-04-18,cardinale,-0.3048133434727788,5
2023-04-18,ibrahimovic,0.0012361452647192933,134
2023-04-18,maldini,0.07004525209629696,79
2023-04-18,massara,-0.15807896384503692,10
2023-04-18,moncada,0.09025946364272386,11
2023-04-25,cardinale,-0.2741502620483516,16
2023-04-25,ibrahimovic,-0.13517210877034813,60
2023-04-25,maldini,0.02247995441377332,44
2023-04-25,massara,-0.527233170500646,3
2023-04-25,moncada,0.09391315281391144,2
2023-05-02,cardinale,-0.28178905458612874,11
2023-05-02,ibrahimovic,-0.10132372161493666,62
2023-05-02,maldini,-0.20370644292032178,55
2023-05-02,massara,-0.3139223568723537,8
2023-05-09,cardinale,-0.2050016515089997,63
2023-05-09,furlani,0.3751181326806545,3
2023-05-09,gazidis,-0.1663851528267922,29
2023-05-09,ibrahimovic,-0.17980223315562185,86
2023-05-09,maldini,-0.08335034195576481,211
2023-05-09,massara,-0.33140937031438467,34
2023-05-09,moncada,-0.12676509267960986,6
2023-05-16,cardinale,-0.3199159373302552,76
2023-05-16,furlani,-0.08140121371252462,4
2023-05-16,gazidis,-0.3699534176848829,2
2023-05-16,ibrahimovic,-0.11296376180447017,108
2023-05-16,maldini,-0.1982939076461763,288
2023-05-16,massara,-0.2131051494905382,38
2023-05-16,moncada,0.0986835652962327,5
2023-05-23,cardinale,-0.3813802258843772,69
2023-05-23,furlani,-0.17062544068321586,5
2023-05-23,gazidis,-0.19792708614841104,5
2023-05-23,ibrahimovic,-0.11579837169713125,65
2023-05-23,maldini,-0.16140627478314223,219
2023-05-23,massara,-0.21600553539714643,14
2023-05-23,moncada,-0.7091559782391414,5
2023-05-30,cardinale,-0.5384776978717127,240
2023-05-30,furlani,-0.10407285253712607,31
2023-05-30,gazidis,-0.600056440802291,4
2023-05-30,ibrahimovic,0.11299404393591574,387
2023-05-30,maldini,-0.2563744254164911,632
2023-05-30,massara,-0.362136311493814,100
2023-05-30,moncada,-0.01747176533803883,76
2023-06-06,cardinale,-0.46994246340090373,444
2023-06-06,furlani,-0.20147270601398,120
2023-06-06,gazidis,0.044238988595845345,22
2023-06-06,ibrahimovic,-0.13960093713138957,185
2023-06-06,maldini,-0.2644588879082185,1353
2023-06-06,massara,-0.16927074904296152,123
2023-06-06,moncada,-0.04425442310202012,279
2023-06-13,cardinale,-0.22024898336309454,69
2023-06-13,furlani,-0.00831585865173685,19
2023-06-13,gazidis,-0.38392511010169983,1
2023-06-13,ibrahimovic,-0.050220859537556846,49
2023-06-13,maldini,-0.351008063704684,164
2023-06-13,massara,-0.2529874175357131,13
2023-06-13,moncada,-0.025146997313162212,38
2023-06-20,cardinale,-0.4056599388911829,453
2023-06-20,furlani,-0.36747746550827287,124
2023-06-20,gazidis,-0.08869933022651821,8
2023-06-20,ibrahimovic,-0.233185771338858,198
2023-06-20,maldini,-0.42274442811802093,791
2023-06-20,massara,-0.31659771517350727,41
2023-06-20,moncada,-0.21754414561781563,159
2023-06-27,cardinale,-0.3969116275523409,71
2023-06-27,furlani,-0.19490931100265768,26
2023-06-27,ibrahimovic,-0.10484068079626765,29
2023-06-27,maldini,-0.21569849327492543,114
2023-06-27,massara,-0.2176315355380731,14
2023-06-27,moncada,-0.08787203755462542,50
2023-07-04,cardinale,-0.18586792127074053,90
2023-07-04,furlani,-0.09790641693864018,50
2023-07-04,ibrahimovic,-0.31225806458128824,45
2023-07-04,maldini,-0.29025346858832857,191
2023-07-04,massara,-0.2848663749663453,19
2023-07-04,moncada,-0.13830995114837238,47
2023-07-11,cardinale,-0.18132605403661728,41
2023-07-11,furlani,-0.18023059315148843,37
2023-07-11,ibrahimovic,-0.09915533014394057,52
2023-07-11,maldini,-0.29761150330182556,95
2023-07-11,massara,-0.013806803018919058,7
2023-07-11,moncada,-0.14163690077007882,28
2023-07-18,cardinale,-0.13042589732274218,57
2023-07-18,furlani,-0.03124785800096824,95
2023-07-18,ibrahimovic,-0.052693478084426926,47
2023-07-18,maldini,-0.1990149020808105,188
2023-07-18,massara,-0.2158927437132941,13
2023-07-18,moncada,0.14831761961675444,53
2023-07-25,cardinale,-0.09274078653834295,32
2023-07-25,furlani,-0.029483161735130693,77
2023-07-25,gazidis,0.3705569872011741,3
2023-07-25,ibrahimovic,-0.0542004503763448,39
2023-07-25,maldini,-0.3344845391308762,118
2023-07-25,massara,-0.1657011080533266,6
2023-07-25,moncada,0.03499213538165096,43
2023-08-01,cardinale,-0.17207310653646432,21
2023-08-01,furlani,-0.0024700613482104192,31
2023-08-01,gazidis,0.641919270157814,1
2023-08-01,ibrahimovic,-0.07714189310709751,43
2023-08-01,maldini,-0.3341388583308222,123
2023-08-01,massara,-0.23541210520391662,15
2023-08-01,moncada,0.0558686933724121,21
2023-08-08,cardinale,-0.12334054532962349,26
2023-08-08,furlani,-0.25957043248269224,23
2023-08-08,ibrahimovic,0.07538274410180748,35
2023-08-08,maldini,-0.35343694464571135,134
2023-08-08,massara,-0.08814929711765476,7
