fase,n,mean,median,share_pos,share_neg
PRIMA (-60gg),1148,-0.21528326719512558,-0.2259274423122406,0.2073170731707317,0.460801393728223
DOPO (+60gg),3554,-0.38311863665785545,-0.5128185003995895,0.13308947664603263,0.6122678671918964
